OrderID,Product,TotalPrice,OrderStatus
ORD200743,Monitor,576.35,Returned
ORD200746,Desk,1985.67,Cancelled
ORD200750,Tablet,581.64,Returned
ORD200753,Phone,482.98,Returned
ORD200754,Printer,904.10,Returned
ORD200758,Tablet,1874.52,Cancelled
ORD200760,Desk,39.56,Cancelled
ORD200762,Phone,230.88,Returned
ORD200764,Laptop,3137.15,Cancelled
ORD200765,Laptop,1069.82,Returned
ORD200768,Tablet,3267.30,Cancelled
ORD200770,Desk,314.38,Returned
ORD200771,Phone,2077.32,Cancelled
ORD200773,Phone,1024.66,Cancelled
ORD200774,Chair,61.62,Cancelled
ORD200775,Phone,1250.44,Cancelled
ORD200776,Tablet,21.19,Returned
ORD200777,Chair,322.45,Cancelled
ORD200780,Laptop,737.92,Cancelled
ORD200782,Monitor,987.26,Returned
ORD200783,Printer,438.34,Returned
ORD200786,Chair,226.55,Cancelled
ORD200792,Desk,712.70,Returned
ORD200796,Phone,1738.65,Returned
ORD200797,Laptop,877.52,Returned
ORD200798,Phone,2441.75,Returned
ORD200799,Laptop,1314.24,Returned
ORD200800,Tablet,68.39,Returned
ORD200802,Chair,3223.20,Cancelled
ORD200803,Monitor,1989.05,Returned
ORD200805,Laptop,2360.05,Cancelled
ORD200810,Tablet,553.56,Cancelled
ORD200812,Phone,510.52,Cancelled
ORD200813,Laptop,1462.70,Cancelled
ORD200815,Printer,1709.52,Cancelled
ORD200818,Phone,1563.36,Cancelled
ORD200819,Phone,796.90,Cancelled
ORD200820,Phone,3119.05,Returned
ORD200822,Phone,479.56,Returned
ORD200824,Monitor,1443.30,Returned
ORD200825,Desk,1358.45,Returned
ORD200826,Printer,1391.43,Returned
ORD200834,Printer,110.70,Returned
ORD200836,Phone,178.44,Cancelled
ORD200839,Chair,593.91,Cancelled
ORD200843,Desk,1290.18,Cancelled
ORD200844,Chair,320.92,Returned
ORD200846,Desk,719.72,Cancelled
ORD200849,Printer,857.40,Cancelled
ORD200850,Monitor,1915.50,Cancelled
ORD200851,Laptop,365.57,Cancelled
ORD200853,Printer,1470.03,Returned
ORD200859,Chair,1306.65,Returned
ORD200866,Desk,946.25,Cancelled
ORD200878,Desk,661.38,Cancelled
ORD200886,Phone,460.13,Returned
ORD200889,Monitor,3253.60,Cancelled
ORD200891,Monitor,1963.62,Returned
ORD200894,Tablet,1725.03,Cancelled
ORD200901,Tablet,458.63,Returned
ORD200902,Monitor,721.00,Cancelled
ORD200904,Monitor,949.72,Cancelled
ORD200906,Monitor,62.12,Returned
ORD200907,Desk,1491.95,Cancelled
ORD200908,Desk,1395.86,Cancelled
ORD200911,Desk,1984.30,Cancelled
ORD200912,Desk,279.38,Returned
ORD200913,Printer,2379.75,Returned
ORD200914,Desk,626.60,Returned
ORD200916,Printer,2894.15,Returned
ORD200917,Laptop,1919.10,Returned
ORD200920,Tablet,856.18,Returned
ORD200921,Tablet,438.93,Cancelled
ORD200924,Printer,1342.15,Returned
ORD200928,Laptop,741.33,Returned
ORD200930,Phone,912.08,Returned
ORD200931,Printer,80.46,Cancelled
ORD200937,Chair,597.06,Cancelled
ORD200938,Chair,994.38,Cancelled
ORD200940,Printer,1221.28,Cancelled
ORD200941,Printer,558.50,Cancelled
ORD200943,Monitor,580.47,Returned
ORD200947,Phone,1862.64,Returned
ORD200948,Phone,1188.14,Cancelled
ORD200950,Laptop,596.24,Returned
ORD200951,Printer,612.48,Returned
ORD200957,Monitor,3219.45,Returned
ORD200959,Tablet,287.64,Returned
ORD200964,Phone,1822.10,Cancelled
ORD200965,Laptop,2313.12,Cancelled
ORD200966,Monitor,1402.60,Cancelled
ORD200967,Tablet,3194.60,Returned
ORD200971,Monitor,1210.52,Cancelled
ORD200974,Desk,1333.90,Cancelled
ORD200975,Desk,105.92,Returned
ORD200976,Tablet,1767.90,Returned
ORD200988,Desk,1259.12,Cancelled
ORD200991,Desk,635.90,Cancelled
ORD200998,Phone,367.34,Cancelled
ORD201005,Printer,1178.55,Returned
ORD201010,Monitor,1978.71,Cancelled
ORD201012,Printer,120.20,Returned
ORD201013,Laptop,1202.24,Cancelled
ORD201014,Tablet,1132.25,Returned
ORD201019,Desk,277.09,Returned
ORD201021,Phone,945.81,Cancelled
ORD201027,Laptop,2219.32,Returned
ORD201028,Desk,1761.24,Cancelled
ORD201034,Printer,2071.92,Cancelled
ORD201035,Laptop,2024.44,Cancelled
ORD201038,Tablet,1087.59,Returned
ORD201039,Desk,598.46,Cancelled
ORD201045,Laptop,1582.00,Returned
ORD201050,Laptop,348.50,Returned
ORD201058,Desk,824.28,Returned
ORD201059,Desk,265.64,Returned
ORD201062,Chair,427.60,Cancelled
ORD201064,Laptop,795.24,Returned
ORD201066,Desk,355.09,Cancelled
ORD201067,Phone,632.40,Returned
ORD201069,Monitor,454.23,Returned
ORD201072,Monitor,392.61,Cancelled
ORD201073,Tablet,1448.24,Returned
ORD201074,Phone,222.73,Returned
ORD201077,Printer,915.48,Cancelled
ORD201078,Desk,41.09,Returned
ORD201090,Monitor,1300.50,Returned
ORD201093,Phone,789.44,Returned
ORD201096,Tablet,929.84,Returned
ORD201099,Laptop,250.46,Cancelled
ORD201100,Laptop,190.55,Cancelled
ORD201105,Tablet,1427.07,Cancelled
ORD201106,Chair,372.80,Cancelled
ORD201107,Tablet,126.42,Cancelled
ORD201108,Laptop,634.94,Cancelled
ORD201109,Printer,309.88,Returned
ORD201111,Monitor,937.80,Cancelled
ORD201114,Tablet,1979.64,Cancelled
ORD201115,Laptop,672.64,Returned
ORD201118,Phone,754.44,Returned
ORD201121,Phone,151.02,Returned
ORD201122,Monitor,3390.95,Returned
ORD201124,Chair,2307.48,Returned
ORD201125,Desk,1633.44,Cancelled
ORD201128,Monitor,1940.37,Cancelled
ORD201130,Laptop,646.90,Returned
ORD201132,Chair,674.64,Cancelled
ORD201133,Printer,935.82,Returned
ORD201134,Desk,153.12,Cancelled
ORD201139,Chair,1505.46,Cancelled
ORD201140,Printer,1105.66,Cancelled
ORD201141,Chair,1495.98,Cancelled
ORD201142,Phone,2780.40,Returned
ORD201144,Desk,2539.70,Cancelled
ORD201148,Phone,355.15,Returned
ORD201150,Desk,1210.60,Cancelled
ORD201151,Chair,1216.08,Cancelled
ORD201159,Desk,1866.80,Returned
ORD201161,Phone,11.39,Cancelled
ORD201163,Laptop,918.87,Returned
ORD201169,Chair,525.43,Cancelled
ORD201170,Printer,1394.38,Returned
ORD201174,Printer,667.02,Returned
ORD201175,Printer,275.22,Returned
ORD201176,Tablet,427.66,Cancelled
ORD201178,Monitor,70.24,Cancelled
ORD201179,Laptop,2592.75,Cancelled
ORD201182,Chair,840.58,Returned
ORD201184,Laptop,204.08,Returned
ORD201185,Chair,343.31,Returned
ORD201189,Tablet,1946.10,Cancelled
ORD201193,Tablet,687.89,Returned
ORD201195,Desk,107.04,Cancelled
ORD201196,Monitor,1325.06,Cancelled
ORD201198,Chair,1050.08,Cancelled
ORD201199,Tablet,2242.32,Returned
